Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,Height (inches),Weight,College,College wins,College losses,DOB,Draft Round,Draft Year,Month_of_Birth
2000,Mark Hartsell,27,Brockton,MA,CHI,1,0,0,1,0,0,0,0,0,,0,0,0,,0,QB,,76,225,Boston Col.,116,74,07-12-1973,0,0,12
2000,Marlon Barnes,24,Memphis,TN,CHI,13,0,0,0,0,0,0,15,81,5.4,0,1,7,7,0,RB,9,69,215,Colorado,78,108,13-03-1976,0,0,3
2000,Marty Booker,24,Marrero,LA,CHI,15,7,0,0,0,0,0,2,-1,-0.5,0,47,490,10.43,2,WR,61,73,212,La-Monroe,65,111,31-07-1976,0,1999,7
2000,Scott Dragos,25,Old Rochester,MA,CHI,9,2,0,0,0,0,0,0,0,,0,4,28,7,0,RB,3,74,245,Boston Col.,116,74,28-10-1975,0,0,10
2000,Shane Matthews,30,Pascagoula,MS,CHI,6,5,102,178,964,3,6,10,35,3.5,0,0,0,,0,QB,42,75,196,Florida,139,55,01-06-1970,0,0,6
2000,Ty Hallock,29,Grand Rapids,MI,CHI,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,74,252,Michigan St.,112,76,30-04-1971,0,1993,4
2000,Akili Smith,25,San Diego,CA,CIN,12,11,118,267,1253,3,6,41,232,5.66,0,0,0,,0,QB,73,75,220,Oregon,143,47,21-08-1975,1,1999,8
2000,Brad St. Louis,24,Waverly,MO,CIN,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,75,247,SW Missouri St.,#N/A,#N/A,19-08-1976,0,2000,8
2000,Brandon Bennett,27,Greenville,SC,CIN,16,0,0,0,0,0,0,90,324,3.6,3,19,168,8.84,0,RB,67,71,220,South Carolina,110,76,03-02-1973,0,0,2
2000,Clif Groce,28,College Station,TX,CIN,8,6,0,0,0,0,0,3,4,1.33,0,11,45,4.09,0,RB,5,71,245,Texas A&M,107,79,30-07-1972,0,0,7
2000,Corey Dillon,26,Seattle,WA,CIN,16,16,0,0,0,0,0,315,1435,4.56,7,18,158,8.78,0,RB,201,73,225,Washington,86,98,24-10-1974,0,1997,10
2000,Craig Yeast,24,Danville,KY,CIN,15,7,0,0,0,0,0,1,15,15,0,24,301,12.54,0,WR,32,67,165,Kentucky,71,110,20-11-1976,0,1999,11
2000,Curtis Keaton,24,Columbus,OH,CIN,6,0,0,0,0,0,0,6,24,4,0,0,0,,0,RB,2,70,220,West Virginia,120,67,18-10-1976,0,2000,10
2000,Damon Griffin,24,Los Angeles,CA,CIN,8,0,0,0,0,0,0,0,0,,0,2,25,12.5,0,WR,3,69,186,Oregon,143,47,14-06-1976,0,0,6
2000,Danny Farmer,23,Los Angeles,CA,CIN,13,2,0,0,0,0,0,0,0,,0,19,268,14.11,0,WR,27,75,217,UCLA,100,88,21-05-1977,0,2000,5
2000,LaVell Boyd,24,Louisville,KY,CIN,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,75,218,Louisville,127,61,12-09-1976,0,0,9
2000,Marco Battaglia,27,Queens,NY,CIN,16,10,0,0,0,0,0,0,0,,0,13,105,8.08,0,TE,11,75,250,Rutgers,87,96,25-01-1973,0,1996,1
2000,Nick Luchey,23,Royal Oak,MI,CIN,14,4,0,0,0,0,0,10,54,5.4,0,7,84,12,0,RB,14,74,270,Miami (FL),130,58,30-03-1977,0,1999,3
2000,Peter Warrick,23,Bradenton,FL,CIN,16,16,0,0,0,0,0,16,148,9.25,2,51,592,11.61,4,WR,110,71,192,Florida St.,130,54,19-06-1977,1,2000,6
2000,Ron Dugans,23,Tallahassee,FL,CIN,14,5,0,0,0,0,0,0,0,,0,14,125,8.93,1,WR,19,74,205,Florida St.,130,54,27-04-1977,0,2000,4
2000,Scott Mitchell,32,Salt Lake City,UT,CIN,8,5,89,187,966,3,8,10,61,6.1,1,0,0,,0,QB,47,78,240,Utah,123,61,02-01-1968,0,1990,1
2000,Sirr Parker,23,Los Angeles,CA,CIN,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,71,196,Texas A&M,107,79,31-10-1977,0,0,10
2000,Steve Bush,26,Paradise Valley,AZ,CIN,16,0,0,0,0,0,0,0,0,,0,3,39,13,0,TE,4,75,280,Arizona St.,101,86,04-07-1974,0,0,7
2000,Tony McGee,29,Terre Haute,IN,CIN,14,14,0,0,0,0,0,0,0,,0,26,309,11.88,1,TE,37,75,247,Michigan,124,64,21-04-1971,0,1993,4
2000,Aaron Shea,24,Ottawa,IL,CLE,15,8,0,0,0,0,0,0,0,,0,30,302,10.07,2,TE,42,75,255,Michigan,124,64,05-12-1976,0,2000,12
2000,Bobby Brown,23,Fort Lauderdale,FL,CLE,6,0,0,0,0,0,0,0,0,,0,2,14,7,0,WR,1,74,197,Notre Dame,112,74,26-03-1977,0,0,3
2000,Darrin Chiaverini,23,Orange County,CA,CLE,10,2,0,0,0,0,0,0,0,,0,8,68,8.5,1,WR,13,74,210,Colorado,78,108,12-10-1977,0,1999,10
2000,David Patten,26,Columbia,SC,CLE,14,11,0,0,0,0,0,0,0,,0,38,546,14.37,1,WR,61,70,190,West. Carolina,#N/A,#N/A,19-08-1974,0,0,8
2000,Dennis Northcutt,23,Los Angeles,CA,CLE,15,8,0,0,0,0,0,9,33,3.67,0,39,422,10.82,0,WR,46,71,175,Arizona,82,99,22-12-1977,0,2000,12
2000,Doug Pederson,32,Bellingham,WA,CLE,11,8,117,210,1047,2,8,18,68,3.78,0,0,0,,0,QB,41,75,220,La-Monroe,65,111,31-01-1968,0,0,1
2000,Errict Rhett,30,Pembroke Pines,FL,CLE,5,4,0,0,0,0,0,71,258,3.63,0,14,78,5.57,0,RB,34,71,210,Florida,139,55,11-12-1970,0,1994,12
2000,JaJuan Dawson,23,Houston,TX,CLE,2,2,0,0,0,0,0,0,0,,0,9,97,10.78,1,WR,16,73,197,Tulane,60,119,05-11-1977,0,2000,11
2000,Kevin Johnson,24,Trenton,NJ,CLE,16,16,1,3,23,0,1,0,0,,0,57,669,11.74,0,WR,66,71,195,Syracuse,81,101,15-07-1976,0,1999,7
2000,Kevin Thompson,23,Gaithersburg,MD,CLE,1,0,1,1,8,0,0,1,0,0,0,0,0,,0,QB,,77,236,Penn St.,15,68,27-07-1977,0,0,7
2000,Lenzie Jackson,23,Milpitas,CA,CLE,5,0,0,0,0,0,0,0,0,,0,1,5,5,0,WR,1,73,184,Arizona St.,101,86,17-06-1977,0,0,6
2000,Marc Edwards,26,Cincinnati,OH,CLE,16,8,0,0,0,0,0,2,9,4.5,0,16,128,8,2,RB,26,73,249,Notre Dame,112,74,17-11-1974,0,1997,11
2000,Mark Campbell,25,Clawson,MI,CLE,16,10,0,0,0,0,0,0,0,,0,12,80,6.67,1,TE,14,78,255,Michigan,124,64,06-12-1975,0,0,12
2000,Spergon Wynn,22,Houston,TX,CLE,7,1,22,54,167,0,1,3,15,5,0,0,0,,0,QB,6,75,226,Minnesota,90,96,10-08-1978,0,2000,8
2000,Tim Couch,23,Hyden,KY,CLE,7,7,137,215,1483,7,9,12,45,3.75,0,0,0,,0,QB,74,76,220,Kentucky,71,110,31-07-1977,1,1999,7
2000,Travis Prentice,24,Louisville,KY,CLE,16,11,0,0,0,0,0,173,512,2.96,7,37,191,5.16,1,RB,118,71,221,Miami (OH),84,99,08-12-1976,0,2000,12
2000,Anthony Wright,24,Vanceboro,NC,DAL,4,2,22,53,237,0,3,12,36,3,0,0,0,,0,QB,7,73,211,South Carolina,110,76,14-02-1976,0,0,2
2000,Chris Brazzell,24,Fort Worth,TX,DAL,9,0,0,0,0,0,0,0,0,,0,2,12,6,0,WR,1,74,193,Angelo State (TX),#N/A,#N/A,22-05-1976,0,1998,5
2000,Damon Hodge,23,Thomaston,AL,DAL,8,0,0,0,0,0,0,0,0,,0,4,60,15,0,WR,6,73,192,Alabama St.,#N/A,#N/A,16-02-1977,0,0,2
2000,David LaFleur,26,Lake Charles,LA,DAL,15,10,0,0,0,0,0,0,0,,0,12,109,9.08,1,TE,17,79,272,LSU,146,48,29-01-1974,1,1997,1
2000,Emmitt Smith,31,Pensacola,FL,DAL,16,16,0,0,0,0,0,294,1203,4.09,9,11,79,7.18,0,RB,182,69,221,Florida,139,55,15-05-1969,1,1990,5
2000,Jackie Harris,32,Pine Bluff,AR,DAL,16,7,0,0,0,0,0,0,0,,0,39,306,7.85,5,TE,63,76,244,La-Monroe,65,111,04-01-1968,0,1990,1
2000,James McKnight,28,Orlando,FL,DAL,16,15,0,0,0,0,0,0,0,,0,52,926,17.81,2,WR,105,73,198,Liberty,#N/A,#N/A,17-06-1972,0,0,6
2000,James Whalen,23,Portland,OR,DAL,3,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,74,244,Kentucky,71,110,11-12-1977,0,2000,12
2000,Jason Tucker,24,Waco,TX,DAL,16,7,0,0,0,0,0,4,42,10.5,1,13,126,9.69,0,WR,23,73,182,TCU,138,49,24-06-1976,0,1998,6
2000,Joey Galloway,29,Bellaire,OH,DAL,1,1,0,0,0,0,0,0,0,,0,4,62,15.5,1,WR,12,71,197,Ohio St.,138,41,20-11-1971,1,1995,11
2000,Michael Wiley,22,Spring Valley,CA,DAL,10,0,0,0,0,0,0,24,88,3.67,0,14,72,5.14,1,RB,22,71,200,Ohio St.,138,41,05-01-1978,0,2000,1
2000,O.J. Santiago,26,Whitby,Canada,DAL,11,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,79,265,Kent St.,66,111,04-03-1974,0,1997,3
2000,Randall Cunningham,37,Santa Barbara,CA,DAL,6,3,74,125,849,6,4,23,89,3.87,1,0,0,,0,QB,67,76,212,UNLV,57,123,27-03-1963,0,1985,3
2000,Robert Thomas,26,Little Rock,AR,DAL,16,15,0,0,0,0,0,15,51,3.4,0,23,117,5.09,2,RB,29,73,270,Henderson St.,#N/A,#N/A,01-12-1974,0,0,12
2000,Rocket Ismail,31,Elizabeth,NJ,DAL,9,9,0,0,0,0,0,8,73,9.13,0,25,350,14,1,WR,50,71,180,Notre Dame,112,74,18-11-1969,0,1991,11
2000,Troy Aikman,34,West Covina,CA,DAL,11,11,156,262,1632,7,14,10,13,1.3,0,0,0,,0,QB,69,76,219,Oklahoma,160,39,21-11-1966,1,1989,11
2000,Troy Hambrick,24,Lacoochee,FL,DAL,3,0,0,0,0,0,0,6,28,4.67,0,0,0,,0,RB,3,73,233,South Carolina,110,76,06-11-1976,0,0,11
2000,Billy Miller,23,Los Angeles,CA,DEN,12,0,0,0,0,0,0,0,0,,0,1,7,7,0,TE,1,75,245,USC,129,49,24-04-1977,0,1999,4
2000,Brian Griese,25,Miami,FL,DEN,10,10,216,336,2688,19,4,29,102,3.52,1,0,0,,0,QB,194,75,215,Michigan,124,64,18-03-1975,3,1998,3
2000,Byron Chamberlain,29,Honolulu,HI,DEN,15,0,0,0,0,0,0,0,0,,0,22,283,12.86,1,TE,34,73,250,Missouri,109,78,17-10-1971,0,1995,10
2000,Chris Cole,23,Orange,TX,DEN,8,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,195,Texas A&M,107,79,12-11-1977,0,2000,11
2000,Desmond Clark,23,Bartow,FL,DEN,16,2,0,0,0,0,0,0,0,,0,27,339,12.56,3,TE,52,75,255,Wake Forest,86,96,20-04-1977,0,1999,4
2000,Detron Smith,26,Dallas,TX,DEN,16,0,0,0,0,0,0,0,0,,0,1,1,1,1,RB,6,70,229,Texas A&M,107,79,25-02-1974,0,1996,2
2000,Dwayne Carswell,28,Jacksonville,FL,DEN,16,16,0,0,0,0,0,0,0,,0,49,495,10.1,3,TE,68,75,290,Liberty,#N/A,#N/A,18-01-1972,0,0,1
2000,Ed McCaffrey,32,Waynesboro,PA,DEN,16,16,0,0,0,0,0,0,0,,0,101,1317,13.04,9,WR,188,77,215,Stanford,101,81,17-08-1968,0,1991,8
2000,Gus Frerotte,29,Kittanning,PA,DEN,10,6,138,232,1776,9,8,22,64,2.91,1,0,0,,0,QB,103,75,237,Tulsa,96,93,31-07-1971,0,1994,7
2000,Howard Griffith,33,Chicago,IL,DEN,14,14,0,0,0,0,0,5,4,0.8,0,16,101,6.31,2,RB,23,73,230,Illinois,73,107,17-11-1967,0,1991,11
2000,Jarious Jackson,23,Tupelo,MS,DEN,2,0,0,1,0,0,0,1,-1,-1,0,0,0,,0,QB,,73,228,Notre Dame,112,74,03-05-1977,0,2000,5
2000,KaRon Coleman,22,Missouri City,TX,DEN,9,0,0,0,0,0,0,54,183,3.39,1,1,5,5,0,RB,25,67,198,S.F. Austin,#N/A,#N/A,22-05-1978,0,0,5
2000,Mike Anderson,27,Winnsboro,SC,DEN,16,12,0,0,0,0,0,297,1487,5.01,15,23,169,7.35,0,RB,258,73,230,Utah,123,61,21-09-1973,0,2000,9
2000,Olandis Gary,25,Washington,DC,DEN,1,0,0,0,0,0,0,13,80,6.15,0,3,10,3.33,0,RB,9,71,218,Marshall,107,80,18-05-1975,0,1999,5
2000,Robert Brooks,30,Greenwood,SC,DEN,4,0,0,0,0,0,0,0,0,,0,3,51,17,0,WR,5,73,177,South Carolina,110,76,23-06-1970,0,1992,6
2000,Rod Smith,30,Texarkana,AR,DEN,16,16,0,0,0,0,0,6,99,16.5,1,100,1602,16.02,8,WR,224,73,200,Missouri Southern,#N/A,#N/A,15-05-1970,0,0,5
2000,Scottie Montgomery,22,Shelby,NC,DEN,4,0,0,0,0,0,0,0,0,,0,1,10,10,0,WR,1,73,195,Duke,44,134,26-05-1978,0,0,5
2000,Terrell Davis,28,San Diego,CA,DEN,5,4,0,0,0,0,0,78,282,3.62,2,2,4,2,0,RB,41,71,206,Long Beach St.,#N/A,#N/A,28-10-1972,0,1995,10
2000,Travis McGriff,24,Gainesville,FL,DEN,15,0,0,0,0,0,0,0,0,,0,2,51,25.5,1,WR,11,68,185,Florida,139,55,24-06-1976,0,1999,6
2000,Brian Stablein,30,Erie,PA,DET,14,4,0,0,0,0,0,0,0,,0,8,53,6.63,0,WR,5,73,193,Ohio St.,138,41,14-04-1970,0,1993,4
2000,Brock Olivo,24,St. Louis,MO,DET,13,0,0,0,0,0,0,0,0,,0,3,50,16.67,0,RB,5,73,226,Missouri,109,78,24-06-1976,0,0,6
2000,Charlie Batch,26,Homestead,PA,DET,15,15,221,412,2489,13,15,44,199,4.52,2,0,0,,0,QB,153,74,220,East. Michigan,43,132,05-12-1974,0,1998,12
2000,Cory Schlesinger,28,Columbus,NE,DET,16,8,0,0,0,0,0,1,3,3,0,12,73,6.08,0,RB,8,73,247,Nebraska,134,61,23-06-1972,0,1995,6
2000,David Sloan,28,Fresno,CA,DET,15,10,0,0,0,0,0,0,0,,0,32,379,11.84,2,TE,50,78,260,New Mexico,72,111,08-06-1972,0,1995,6
2000,Germane Crowell,24,Winston-Salem,NC,DET,9,7,0,0,0,0,0,1,12,12,0,34,430,12.65,3,WR,62,75,213,Virginia,90,95,13-09-1976,0,1998,9
2000,Herman Moore,31,Danville,VA,DET,15,11,0,0,0,0,0,0,0,,0,40,434,10.85,3,WR,61,76,210,Virginia,90,95,20-10-1969,1,1991,10
2000,James Stewart,29,Morristown,TN,DET,16,16,0,0,0,0,0,339,1184,3.49,10,32,287,8.97,1,RB,219,73,224,Tennessee,113,75,27-12-1971,1,1995,12
2000,Johnnie Morton,29,Torrance,CA,DET,16,16,0,0,0,0,0,4,25,6.25,0,61,788,12.92,3,WR,101,73,190,USC,129,49,07-10-1971,1,1994,10
2000,Larry Foster,24,Harvey,LA,DET,10,0,0,0,0,0,0,2,31,15.5,0,17,175,10.29,1,WR,27,70,195,LSU,146,48,07-11-1976,0,0,11
2000,Mario Bates,27,Victoria,TX,DET,13,0,0,0,0,0,0,31,127,4.1,2,15,109,7.27,0,RB,36,73,217,Arizona St.,101,86,16-01-1973,0,1994,1
2000,Sedrick Irvin,22,Miami,FL,DET,6,0,0,0,0,0,0,9,49,5.44,0,8,90,11.25,0,RB,14,71,226,Miami Senior,#N/A,#N/A,30-03-1978,0,1999,3
2000,Stoney Case,28,Odessa,TX,DET,5,1,56,91,503,1,4,16,117,7.31,1,0,0,,0,QB,36,75,204,New Mexico,72,111,07-07-1972,0,1995,7
2000,Walter Rasby,28,Washington,NC,DET,16,8,0,0,0,0,0,0,0,,0,10,78,7.8,1,TE,14,75,252,Wake Forest,86,96,07-09-1972,0,0,9
2000,Ahman Green,23,Omaha,NE,GNB,16,11,0,1,0,0,0,263,1175,4.47,10,73,559,7.66,3,RB,251,73,217,Nebraska,134,61,16-02-1977,0,1998,2
2000,Antonio Freeman,28,Baltimore,MD,GNB,15,15,0,0,0,0,0,2,5,2.5,0,62,912,14.71,9,WR,146,73,198,Virginia Tech,147,50,27-05-1972,0,1995,5
2000,Basil Mitchell,25,Pittsburgh,TX,GNB,1,0,0,0,0,0,0,2,8,4,0,0,0,,0,RB,1,70,200,TCU,138,49,07-09-1975,0,0,9
2000,Bill Schroeder,29,Eau Claire,WI,GNB,16,16,0,0,0,0,0,2,11,5.5,0,65,999,15.37,4,WR,125,75,200,Wisc-LaCrosse,#N/A,#N/A,09-01-1971,0,1994,1
2000,Brett Favre,31,Gulfport,MS,GNB,16,16,338,580,3812,20,16,27,108,4,0,0,0,,0,QB,215,74,225,Southern Miss,104,85,10-10-1969,2,1991,10
2000,Bubba Franks,22,Riverside,CA,GNB,16,13,0,0,0,0,0,0,0,,0,34,363,10.68,1,TE,42,78,263,Miami (FL),130,58,06-01-1978,1,2000,1
2000,Charles Lee,23,Miami,FL,GNB,15,1,0,0,0,0,0,0,0,,0,10,134,13.4,0,WR,13,75,227,Central Florida,99,86,19-11-1977,0,2000,11
2000,Corey Bradford,25,Baton Rouge,LA,GNB,2,2,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,201,Jackson St.,#N/A,#N/A,08-12-1975,0,1998,12
2000,Danny Wuerffel,26,Fort Walton Beach,FL,GNB,1,0,0,0,0,0,0,2,-2,-1,0,0,0,,0,QB,,73,212,Florida,139,55,27-05-1974,0,1997,5
2000,De'Mond Parker,24,Tulsa,OK,GNB,8,0,0,0,0,0,0,18,85,4.72,0,9,50,5.56,0,RB,14,70,185,Oklahoma,160,39,24-12-1976,0,1999,12
2000,Donald Driver,25,Houston,TX,GNB,16,2,0,0,0,0,0,1,4,4,0,21,322,15.33,1,WR,41,73,188,Alcorn St.,#N/A,#N/A,02-02-1975,0,1999,2
2000,Dorsey Levens,30,Syracuse,NY,GNB,5,5,0,0,0,0,0,77,224,2.91,3,16,146,9.13,0,RB,55,73,230,Notre Dame,112,74,21-05-1970,0,1994,5
2000,Herbert Goodman,23,Miami,FL,GNB,5,0,0,0,0,0,0,3,-2,-0.67,0,1,0,0,0,RB,,71,203,Graceland College (IA),#N/A,#N/A,31-08-1977,0,0,8
2000,Matt Hasselbeck,25,Westwood,MA,GNB,16,0,10,19,104,1,0,4,-5,-1.25,0,0,0,,0,QB,8,76,223,Boston Col.,116,74,25-09-1975,6,1998,9
2000,Matt Snider,24,Des Moines,IA,GNB,16,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,74,240,Richmond,#N/A,#N/A,26-01-1976,0,0,1
2000,Ryan Wetnight,30,Fresno,CA,GNB,10,0,0,0,0,0,0,0,0,,0,3,20,6.67,0,TE,2,74,235,Stanford,101,81,05-11-1970,0,0,11
2000,Tyrone Davis,28,Halifax,VA,GNB,14,9,0,0,0,0,0,0,0,,0,19,177,9.32,2,TE,32,76,240,Virginia,90,95,30-06-1972,0,1995,6
2000,William Henderson,29,Richmond,VA,GNB,16,6,0,0,0,0,0,2,16,8,0,35,234,6.69,1,RB,31,73,249,North Carolina,70,97,19-02-1971,0,1995,2
2000,Chad Plummer,25,Delray Beach,FL,IND,3,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,75,223,Cincinnati,114,74,30-11-1975,0,1999,11
2000,E.G. Green,25,Fort Walton Beach,FL,IND,7,0,0,0,0,0,0,0,0,,0,18,201,11.17,1,WR,26,71,188,Florida St.,130,54,28-06-1975,0,1998,6
2000,Edgerrin James,22,Immokalee,FL,IND,16,16,0,0,0,0,0,387,1709,4.42,13,63,594,9.43,5,RB,340,73,214,Miami (FL),130,58,01-08-1978,1,1999,8
2000,Isaac Jones,25,Little Rock,AR,IND,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,190,Purdue,92,94,07-12-1975,0,0,12
2000,Jerome Pathon,25,Capetown,South,IND,16,10,0,0,0,0,0,1,3,3,0,50,646,12.92,3,WR,83,73,195,Acadia (Canada),#N/A,#N/A,16-12-1975,0,1998,12
2000,Jim Finn,24,Teaneck,NJ,IND,16,1,0,0,0,0,0,1,1,1,0,4,13,3.25,1,RB,7,73,245,Pennsylvania,#N/A,#N/A,09-12-1976,0,1999,12
2000,Josh Keur,24,Muskegon,MI,IND,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,280,Keur college stats,#N/A,#N/A,04-09-1976,0,0,9
2000,Justin Snow,24,Fort Worth,TX,IND,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,75,240,Baylor,71,108,21-12-1976,0,0,12
2000,Karim Abdul-Jabbar,26,Los Angeles,CA,IND,1,0,0,0,0,0,0,1,-2,-2,0,0,0,,0,RB,,70,194,UCLA,100,88,28-06-1974,0,1996,6
2000,Ken Dilger,29,Mariah Hill,IN,IND,16,16,0,0,0,0,0,0,0,,0,47,538,11.45,3,TE,74,77,250,Illinois,73,107,02-02-1971,0,1995,2
2000,Kevin McDougal,23,Denver,CO,IND,6,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,71,203,Colorado St.,87,98,18-05-1977,0,0,5
2000,Lennox Gordon,22,Higley,AZ,IND,9,0,0,0,0,0,0,4,13,3.25,0,0,0,,0,RB,1,71,201,New Mexico,72,111,09-04-1978,0,0,4
2000,Marcus Pollard,28,Valley,AL,IND,16,14,0,0,0,0,0,0,0,,0,30,439,14.63,3,TE,64,75,247,Bradley,#N/A,#N/A,08-02-1972,0,0,2
2000,Marvin Harrison,28,Philadelphia,PA,IND,16,16,0,0,0,0,0,0,0,,0,102,1413,13.85,14,WR,225,73,175,Syracuse,81,101,25-08-1972,1,1996,8
2000,Paul Shields,24,Mesa,AZ,IND,7,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,238,Arizona,82,99,31-01-1976,0,0,1
2000,Peyton Manning,24,New Orleans,LA,IND,16,16,357,571,4413,33,15,37,116,3.14,1,0,0,,0,QB,300,77,230,Tennessee,113,75,24-03-1976,1,1998,3
2000,Terrence Wilkins,25,Washington,DC,IND,14,7,0,0,0,0,0,3,8,2.67,0,43,569,13.23,3,WR,76,70,180,Virginia,90,95,29-07-1975,0,0,7
2000,Alvis Whitted,26,Durham,NC,JAX,16,3,0,0,0,0,0,0,0,,0,13,137,10.54,3,WR,32,73,185,North Carolina St.,98,88,04-09-1974,0,1998,9
2000,Anthony Johnson,33,Indianapolis,IN,JAX,12,3,0,0,0,0,0,28,112,4,1,12,153,12.75,0,RB,33,73,225,Notre Dame,112,74,25-10-1967,0,1990,10
2000,Chris Howard,25,Kenner,LA,JAX,2,1,0,0,0,0,0,21,52,2.48,1,3,26,8.67,0,RB,14,70,223,Michigan,124,64,05-05-1975,0,1998,5
2000,Daimon Shelton,28,Duarte,CA,JAX,16,9,0,0,0,0,0,2,3,1.5,0,4,48,12,0,RB,5,73,262,Sacramento St.,#N/A,#N/A,15-09-1972,0,1997,9
2000,Damon Jones,26,Evanston,IL,JAX,1,0,0,0,0,0,0,0,0,,0,1,12,12,0,TE,1,77,270,Michigan,124,64,18-09-1974,0,1997,9
2000,Emanuel Smith,24,Jackson,MS,JAX,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,210,Arkansas,107,80,03-02-1976,0,2000,2
2000,Fred Taylor,24,Pahokee,FL,JAX,13,13,0,0,0,0,0,292,1399,4.79,12,36,240,6.67,2,RB,248,73,234,Florida,139,55,27-01-1976,1,1998,1
2000,Greg DeLong,27,Orefield,PA,JAX,4,1,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,250,North Carolina,70,97,03-04-1973,0,0,4
2000,Jamie Martin,30,Orange,CA,JAX,5,0,22,33,307,2,1,7,-6,-0.86,0,0,0,,0,QB,18,74,205,Weber St.,#N/A,#N/A,08-02-1970,0,0,2
2000,Jermaine Williams,27,Greenville,NC,JAX,7,0,0,0,0,0,0,2,8,4,0,0,0,,0,RB,1,71,235,Houston,98,88,14-08-1973,0,0,8
2000,Jimmy Smith,31,Detroit,MI,JAX,15,14,0,0,0,0,0,0,0,,0,91,1213,13.33,8,WR,169,73,213,Jackson St.,#N/A,#N/A,09-02-1969,0,1992,2
2000,Jonathan Quinn,25,Turlock,CA,JAX,1,0,0,0,0,0,0,2,-2,-1,0,0,0,,0,QB,,78,243,Tulane,60,119,27-02-1975,0,1998,2
2000,Keenan McCardell,30,Houston,TX,JAX,16,16,0,0,0,0,0,0,0,,0,94,1207,12.84,5,WR,151,73,191,UNLV,57,123,06-01-1970,0,1991,1
2000,Kyle Brady,28,New Cumberland,PA,JAX,16,15,0,0,0,0,0,0,0,,0,64,729,11.39,3,TE,93,78,278,Penn St.,15,68,14-01-1972,1,1995,1
2000,Mark Brunell,30,Los Angeles,CA,JAX,16,16,311,512,3640,20,14,48,236,4.92,2,0,0,,0,QB,235,73,217,Washington,86,98,17-09-1970,5,1993,9
2000,R. Jay Soward,22,Pomona,CA,JAX,13,2,0,0,0,0,0,3,28,9.33,0,14,154,11,1,WR,24,71,178,Fontana,#N/A,#N/A,16-01-1978,1,2000,1
2000,Rich Griffith,31,Tucson,AZ,JAX,16,1,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,262,Arizona,82,99,31-07-1969,0,1993,7
2000,Ryan Neufeld,25,Morgan Hill,CA,JAX,3,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,250,UCLA,100,88,22-11-1975,0,0,11
2000,Stacey Mack,25,Orlando,FL,JAX,6,2,0,0,0,0,0,54,145,2.69,1,0,0,,0,RB,21,73,241,Temple,59,117,26-06-1975,0,0,6
2000,Dante Hall,22,Lufkin,TX,KAN,5,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,68,187,Texas A&M,107,79,20-09-1978,0,2000,9
2000,Derrick Alexander,29,Detroit,MI,KAN,16,16,0,0,0,0,0,3,45,15,0,78,1391,17.83,10,WR,204,74,195,Michigan,124,64,06-11-1971,1,1994,11
2000,Donnell Bennett,28,Fort Lauderdale,FL,KAN,7,2,0,0,0,0,0,27,24,0.89,1,2,17,8.5,0,RB,10,73,242,Miami (FL),130,58,14-09-1972,0,1994,9
2000,Elvis Grbac,30,Cleveland,OH,KAN,15,15,326,547,4169,28,14,30,110,3.67,1,0,0,,0,QB,268,77,232,Michigan,124,64,13-08-1970,0,1993,8
2000,Frank Moreau,24,Pineville,LA,KAN,11,0,0,0,0,0,0,67,179,2.67,4,0,0,,0,RB,42,73,223,Louisville,127,61,09-09-1976,0,2000,9
2000,Jason Dunn,27,Harrodsburg,KY,KAN,14,2,0,0,0,0,0,0,0,,0,2,26,13,0,TE,3,78,276,East. Kentucky,#N/A,#N/A,15-11-1973,0,1996,11
2000,Kimble Anders,34,Galveston,TX,KAN,15,7,0,0,0,0,0,76,331,4.36,2,15,76,5.07,0,RB,53,71,225,Houston,98,88,10-09-1966,0,0,9
2000,Larry Parker,24,Bakersfield,CA,KAN,16,0,0,0,0,0,0,1,-7,-7,0,3,41,13.67,0,WR,3,73,205,USC,129,49,14-07-1976,0,1999,7
